nom_joueur,club,position,minutes_jouées,match_joués,buts,passes_décisives,distance_parcourue_(km),corner_tiré,hors_jeu,dribbles,total_tir,tir_cadré,tir_non_cadré,tir_bloqué,ballons_récupérés,tacles,tacles_réussi,tacles_loupé,joueur_éliminé,fautes_commmies,fautes_subies,carton_jaune,carton_rouge,%_passes_réussies,passes_tentées,passes_réussies,%_transversales_réussies,transversales_tentées,transversales_réussies,coup_franc_tirés,tirs_sauvés,buts_concédés,penalty_sauvé,cleansheets,but_du_pied_droit,but_du_pied_gauche,but_de_la_tête,but_autres_façons,but_intérieur_surface,but_dehors_surface,penaltys
Lacroix,Wolfsburg,Defenseur,540,6,0,0,61.3,0.0,0.0,0.0,2.0,0.0,2.0,0.0,35.0,1.0,1.0,0.0,30.0,5.0,6.0,2.0,0.0,81.8,284.0,232.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hendry,Club Brugge,Defenseur,540,6,0,0,61.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,42.0,6.0,4.0,2.0,18.0,4.0,2.0,0.0,0.0,84.2,175.0,148.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arboleda,Sheriff,Defenseur,540,6,0,0,53.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,1.0,0.0,1.0,37.0,1.0,1.0,1.0,0.0,84.8,145.0,124.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dulanto,Sheriff,Defenseur,540,6,0,0,53.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,32.0,11.0,3.0,8.0,39.0,5.0,1.0,3.0,0.0,81.3,195.0,162.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bounou,Sevilla,Gardien,540,6,0,0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.2,185.0,152.0,0.0,1.0,0.0,12.0,14.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobel,Dortmund,Gardien,540,6,0,0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,175.0,152.0,0.0,0.0,0.0,8.0,14.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mignolet,Club Brugge,Gardien,540,6,0,0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7,216.0,166.0,0.0,0.0,0.0,18.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musso,Atalanta,Gardien,540,6,0,0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,158.0,120.0,0.0,0.0,0.0,11.0,21.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasveer,Ajax,Gardien,540,6,0,0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2,232.0,200.0,0.0,0.0,0.0,5.0,13.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grbić,LOSC,Gardien,540,6,0,0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,165.0,85.0,0.0,0.0,0.0,24.0,13.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Costa,Porto,Gardien,540,6,0,0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,269.0,173.0,0.0,0.0,0.0,33.0,18.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ter Stegen,Barcelona,Gardien,540,6,0,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7,213.0,188.0,0.0,0.0,0.0,12.0,16.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Locatelli,Juventus,Milieu,539,7,0,0,69.8,0.0,0.0,0.0,8.0,0.0,6.0,2.0,24.0,15.0,7.0,8.0,1.0,7.0,5.0,1.0,0.0,85.6,363.0,316.0,33.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Carlos,Sevilla,Defenseur,539,6,0,0,58.7,0.0,0.0,0.0,4.0,1.0,3.0,0.0,41.0,3.0,1.0,2.0,20.0,1.0,3.0,2.0,0.0,90.2,414.0,374.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mount,Chelsea,Milieu,538,7,1,2,60.3,7.0,0.0,6.0,11.0,3.0,5.0,3.0,17.0,4.0,1.0,3.0,0.0,10.0,6.0,0.0,0.0,83.9,268.0,225.0,25.0,27.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Rabiot,Juventus,Milieu,536,7,0,0,67.6,0.0,0.0,0.0,8.0,2.0,4.0,2.0,27.0,11.0,6.0,5.0,5.0,6.0,4.0,2.0,0.0,89.0,267.0,243.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sydorchuk,Dynamo Kyiv,Milieu,536,6,0,0,69.1,0.0,0.0,0.0,3.0,1.0,2.0,0.0,37.0,5.0,3.0,2.0,8.0,3.0,4.0,2.0,0.0,87.0,297.0,262.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maguire,Man. United,Defenseur,534,6,1,0,49.3,0.0,0.0,0.0,4.0,2.0,1.0,1.0,30.0,5.0,1.0,4.0,17.0,6.0,7.0,0.0,0.0,89.7,346.0,311.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
João Palhinha,Sporting CP,Milieu,534,6,0,0,66.4,0.0,0.0,0.0,4.0,1.0,2.0,1.0,36.0,29.0,11.0,18.0,6.0,23.0,17.0,2.0,0.0,85.0,194.0,165.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiago Djaló,LOSC,Defenseur,533,7,0,0,60.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,39.0,8.0,6.0,2.0,24.0,5.0,8.0,1.0,0.0,83.4,276.0,236.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moumi Ngamaleu,Young Boys,Milieu,532,6,1,1,57.2,1.0,0.0,34.0,11.0,2.0,5.0,4.0,28.0,6.0,3.0,3.0,5.0,10.0,13.0,2.0,0.0,83.2,192.0,159.0,11.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Perišić,Inter,Milieu,531,8,0,1,65.5,0.0,2.0,13.0,15.0,4.0,7.0,4.0,31.0,1.0,1.0,0.0,13.0,6.0,1.0,0.0,0.0,79.8,219.0,168.0,25.0,47.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nkunku,Leipzig,Milieu,531,6,7,0,62.8,0.0,0.0,0.0,17.0,11.0,4.0,2.0,15.0,4.0,1.0,3.0,2.0,10.0,8.0,0.0,0.0,86.3,193.0,167.0,20.0,15.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,7.0,0.0,0.0
Traore,Sheriff,Milieu,530,6,2,1,64.4,0.0,1.0,13.0,11.0,4.0,6.0,1.0,17.0,5.0,0.0,5.0,8.0,8.0,7.0,0.0,0.0,78.0,105.0,83.0,33.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
Burak Yılmaz,LOSC,Attaquant,529,7,3,0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,8.0,11.0,2.0,0.0,66.6,130.0,91.0,16.0,12.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0
Pedro Porro,Sporting CP,Defenseur,529,7,1,0,60.9,0.0,0.0,0.0,8.0,3.0,2.0,3.0,19.0,2.0,1.0,1.0,8.0,6.0,12.0,2.0,0.0,65.4,207.0,135.0,8.0,25.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Lang,Club Brugge,Attaquant,528,6,0,1,68.9,12.0,5.0,17.0,10.0,5.0,2.0,3.0,16.0,7.0,3.0,4.0,3.0,2.0,8.0,3.0,0.0,71.3,214.0,152.0,4.0,24.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton Mata,Club Brugge,Defenseur,528,6,0,0,59.9,0.0,0.0,0.0,2.0,1.0,1.0,0.0,22.0,8.0,4.0,4.0,14.0,7.0,10.0,1.0,0.0,70.3,200.0,144.0,27.0,11.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freuler,Atalanta,Milieu,526,6,1,1,71.6,0.0,0.0,6.0,2.0,2.0,0.0,0.0,30.0,10.0,6.0,4.0,8.0,6.0,11.0,0.0,0.0,84.2,360.0,307.0,33.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Depay,Barcelona,Attaquant,525,6,0,0,64.4,0.0,0.0,0.0,6.0,0.0,1.0,5.0,2.0,4.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,80.3,254.0,203.0,37.0,40.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard Moreno,Villarreal,Attaquant,524,7,2,4,65.7,0.0,3.0,9.0,21.0,6.0,9.0,6.0,9.0,2.0,0.0,2.0,5.0,3.0,7.0,1.0,0.0,66.2,163.0,110.0,16.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
Lo Celso,Villarreal,Milieu,524,6,0,0,68.4,0.0,0.0,0.0,5.0,0.0,3.0,2.0,21.0,12.0,7.0,5.0,3.0,8.0,15.0,3.0,0.0,82.5,204.0,170.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F. de Jong,Barcelona,Milieu,523,6,0,0,69.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,25.0,10.0,3.0,7.0,3.0,4.0,7.0,1.0,0.0,90.2,346.0,312.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morata,Juventus,Attaquant,520,7,2,0,60.2,0.0,0.0,0.0,18.0,7.0,8.0,3.0,11.0,0.0,0.0,0.0,7.0,5.0,13.0,0.0,0.0,78.9,137.0,108.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
Bruno Fernandes,Man. United,Milieu,520,7,0,7,58.4,10.0,2.0,7.0,12.0,3.0,3.0,6.0,17.0,13.0,6.0,7.0,7.0,5.0,9.0,0.0,0.0,78.2,324.0,250.0,21.0,28.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griezmann,Atlético,Attaquant,518,9,4,2,64.3,2.0,1.0,8.0,12.0,5.0,5.0,2.0,20.0,14.0,6.0,8.0,5.0,6.0,4.0,0.0,1.0,79.8,191.0,151.0,42.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
Sučić,Salzburg,Milieu,516,8,1,0,65.4,0.0,0.0,0.0,12.0,2.0,5.0,5.0,22.0,2.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0,66.9,194.0,153.0,21.0,14.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Süle,Bayern,Defenseur,515,7,0,0,61.4,0.0,0.0,0.0,3.0,0.0,3.0,0.0,40.0,3.0,1.0,2.0,12.0,4.0,2.0,0.0,0.0,94.7,429.0,413.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaremchuk,Benfica,Attaquant,514,10,3,0,66.5,0.0,0.0,0.0,15.0,9.0,5.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,13.0,2.0,0.0,70.0,103.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0
Sarabia,Sporting CP,Attaquant,510,8,2,0,66.6,0.0,0.0,0.0,6.0,4.0,0.0,2.0,9.0,6.0,3.0,3.0,1.0,3.0,12.0,0.0,0.0,71.5,140.0,98.0,53.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
Matheus Nunes,Sporting CP,Milieu,509,6,0,2,64.3,0.0,0.0,21.0,1.0,1.0,0.0,0.0,22.0,4.0,2.0,2.0,9.0,4.0,9.0,3.0,0.0,83.7,211.0,177.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Chelsea,Defenseur,505,6,1,0,54.6,0.0,0.0,0.0,12.0,5.0,3.0,4.0,27.0,2.0,1.0,1.0,6.0,5.0,7.0,1.0,0.0,90.3,359.0,324.0,30.0,23.0,7.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Aebischer,Young Boys,Milieu,504,6,0,1,53.9,11.0,0.0,6.0,7.0,1.0,5.0,1.0,33.0,7.0,2.0,5.0,2.0,6.0,4.0,2.0,0.0,85.5,272.0,235.0,47.0,21.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellingham,Dortmund,Milieu,503,6,1,3,62.3,1.0,1.0,24.0,13.0,4.0,6.0,3.0,24.0,16.0,9.0,7.0,5.0,8.0,17.0,1.0,0.0,86.8,281.0,246.0,28.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Zinchenko,Man. City,Defenseur,501,8,0,1,64.4,1.0,0.0,3.0,6.0,0.0,2.0,4.0,31.0,6.0,2.0,4.0,8.0,5.0,3.0,2.0,0.0,88.0,356.0,314.0,23.0,13.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De Ketelaere,Club Brugge,Attaquant,500,6,0,1,58.5,6.0,10.0,6.0,8.0,5.0,2.0,1.0,9.0,1.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,73.0,157.0,116.0,30.0,13.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Čolak,Malmö,Attaquant,500,6,0,0,63.0,0.0,0.0,0.0,7.0,1.0,5.0,1.0,4.0,2.0,0.0,2.0,2.0,11.0,7.0,1.0,0.0,77.5,76.0,59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reus,Dortmund,Milieu,499,6,3,1,62.7,5.0,7.0,5.0,15.0,9.0,3.0,3.0,15.0,1.0,0.0,1.0,7.0,4.0,3.0,1.0,0.0,83.0,215.0,182.0,7.0,14.0,1.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0
Rakitskyy,Zenit,Defenseur,497,6,1,2,52.3,6.0,0.0,4.0,7.0,3.0,2.0,2.0,32.0,12.0,7.0,5.0,21.0,2.0,3.0,1.0,0.0,81.7,348.0,287.0,28.0,14.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Barella,Inter,Milieu,496,6,0,0,65.4,0.0,0.0,0.0,7.0,0.0,7.0,0.0,13.0,10.0,3.0,7.0,2.0,3.0,7.0,0.0,1.0,85.2,306.0,265.0,50.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Innocent,Malmö,Milieu,496,6,0,0,60.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,14.0,2.0,12.0,5.0,11.0,7.0,1.0,0.0,89.5,225.0,202.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taremi,Porto,Attaquant,494,6,1,1,60.6,1.0,2.0,4.0,17.0,3.0,10.0,4.0,12.0,2.0,0.0,2.0,7.0,9.0,6.0,1.0,0.0,70.3,108.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
João Mário,Benfica,Milieu,493,8,0,4,66.0,8.0,0.0,7.0,1.0,1.0,0.0,0.0,18.0,6.0,2.0,4.0,2.0,13.0,13.0,2.0,0.0,85.8,268.0,242.0,40.0,10.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Addo,Sheriff,Milieu,491,6,0,0,59.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,26.0,7.0,19.0,10.0,14.0,4.0,3.0,0.0,85.2,137.0,118.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsygankov,Dynamo Kyiv,Milieu,490,6,0,1,65.8,10.0,0.0,8.0,9.0,2.0,4.0,3.0,20.0,5.0,1.0,4.0,6.0,3.0,5.0,1.0,0.0,84.7,174.0,148.0,22.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elia,Young Boys,Attaquant,489,6,1,0,49.1,0.0,0.0,0.0,10.0,3.0,7.0,0.0,10.0,1.0,0.0,1.0,0.0,6.0,6.0,1.0,0.0,81.8,118.0,96.0,7.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
De Vrij,Inter,Defenseur,487,6,1,0,55.4,0.0,0.0,0.0,4.0,3.0,1.0,0.0,31.0,5.0,4.0,1.0,16.0,5.0,2.0,0.0,0.0,92.7,322.0,301.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Sergio Busquets,Barcelona,Milieu,487,6,0,0,63.9,0.0,0.0,0.0,2.0,0.0,1.0,1.0,29.0,19.0,9.0,10.0,3.0,9.0,14.0,1.0,0.0,89.0,382.0,340.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaparenko,Dynamo Kyiv,Milieu,486,6,0,0,68.7,0.0,0.0,0.0,7.0,3.0,4.0,0.0,33.0,11.0,4.0,7.0,4.0,7.0,8.0,1.0,0.0,87.3,321.0,287.0,44.0,9.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mukiele,Leipzig,Defenseur,484,6,1,1,57.0,0.0,0.0,3.0,5.0,2.0,2.0,1.0,30.0,9.0,3.0,6.0,18.0,9.0,8.0,0.0,0.0,72.7,196.0,144.0,13.0,15.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Wendel,Zenit,Milieu,484,6,1,0,59.1,0.0,0.0,0.0,7.0,4.0,2.0,1.0,22.0,8.0,4.0,4.0,6.0,4.0,8.0,1.0,0.0,92.3,295.0,274.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Meunier,Dortmund,Defenseur,484,6,0,1,65.6,0.0,1.0,7.0,1.0,1.0,0.0,0.0,42.0,3.0,0.0,3.0,9.0,6.0,1.0,1.0,0.0,77.3,271.0,212.0,5.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De Roon,Atalanta,Milieu,484,6,0,0,62.1,0.0,0.0,0.0,2.0,0.0,1.0,1.0,34.0,4.0,0.0,4.0,15.0,10.0,1.0,2.0,0.0,81.5,298.0,245.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nsoki,Club Brugge,Defenseur,484,6,0,0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,7.0,2.0,5.0,27.0,7.0,2.0,1.0,0.0,85.7,184.0,162.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renan Lodi,Atlético,Defenseur,478,10,1,2,61.7,1.0,5.0,9.0,4.0,2.0,1.0,1.0,23.0,21.0,6.0,15.0,8.0,14.0,6.0,0.0,0.0,78.8,164.0,128.0,25.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Davies,Bayern,Milieu,477,7,0,2,61.4,0.0,0.0,18.0,7.0,2.0,3.0,2.0,24.0,4.0,2.0,2.0,4.0,7.0,4.0,0.0,0.0,86.7,278.0,236.0,26.0,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maycon,Shakhtar Donetsk,Milieu,473,6,0,0,62.9,0.0,0.0,0.0,5.0,0.0,2.0,3.0,18.0,2.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,94.5,395.0,373.0,58.0,12.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carrasco,Atlético,Attaquant,472,7,0,0,60.1,0.0,0.0,0.0,6.0,2.0,1.0,3.0,8.0,1.0,0.0,1.0,8.0,1.0,7.0,0.0,1.0,79.7,148.0,117.0,21.0,14.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuadrado,Juventus,Milieu,472,7,0,0,56.2,0.0,0.0,0.0,3.0,0.0,3.0,0.0,23.0,6.0,1.0,5.0,9.0,3.0,9.0,2.0,0.0,87.2,256.0,226.0,32.0,28.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe,Atlético,Defenseur,472,7,0,0,51.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,3.0,1.0,2.0,31.0,7.0,2.0,3.0,2.0,73.6,195.0,168.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Witsel,Dortmund,Milieu,471,6,0,0,59.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,5.0,2.0,3.0,5.0,5.0,4.0,1.0,0.0,93.2,311.0,294.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neymar,Paris,Attaquant,468,6,0,1,55.6,7.0,1.0,27.0,10.0,1.0,5.0,4.0,11.0,3.0,1.0,2.0,0.0,4.0,20.0,1.0,0.0,84.2,259.0,223.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamba,LOSC,Attaquant,468,6,0,0,58.2,0.0,0.0,0.0,4.0,1.0,0.0,3.0,19.0,5.0,1.0,4.0,7.0,7.0,11.0,3.0,0.0,81.3,218.0,174.0,40.0,25.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dumfries,Inter,Defenseur,467,7,0,1,60.2,0.0,0.0,5.0,6.0,1.0,4.0,1.0,10.0,6.0,1.0,5.0,4.0,12.0,7.0,1.0,0.0,77.2,124.0,93.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goretzka,Bayern,Milieu,466,6,0,0,59.3,0.0,0.0,0.0,16.0,3.0,7.0,6.0,35.0,8.0,5.0,3.0,6.0,7.0,4.0,0.0,0.0,85.7,338.0,307.0,33.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zapata,Atalanta,Attaquant,464,6,3,3,50.1,0.0,7.0,10.0,22.0,8.0,7.0,7.0,2.0,2.0,1.0,1.0,3.0,7.0,6.0,1.0,0.0,70.0,130.0,92.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0
Coquelin,Villarreal,Milieu,463,8,1,0,57.6,0.0,0.0,0.0,3.0,2.0,1.0,0.0,13.0,9.0,3.0,6.0,6.0,9.0,4.0,2.0,1.0,82.0,150.0,124.0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Ocampos,Sevilla,Milieu,463,6,1,1,50.6,1.0,1.0,16.0,12.0,3.0,7.0,2.0,9.0,1.0,0.0,1.0,2.0,4.0,18.0,2.0,0.0,79.2,165.0,133.0,21.0,19.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Lauper,Young Boys,Milieu,462,6,0,0,42.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,43.0,12.0,7.0,5.0,13.0,3.0,1.0,0.0,0.0,90.2,348.0,313.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grealish,Man. City,Milieu,461,7,1,1,57.1,3.0,6.0,18.0,10.0,3.0,0.0,7.0,11.0,2.0,0.0,2.0,0.0,9.0,17.0,0.0,0.0,87.2,243.0,214.0,40.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Claudinho,Zenit,Milieu,460,6,2,0,55.8,0.0,0.0,0.0,13.0,4.0,6.0,3.0,20.0,6.0,1.0,5.0,3.0,7.0,8.0,1.0,0.0,85.3,267.0,229.0,45.0,22.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Otávio,Porto,Milieu,450,6,0,0,53.8,0.0,0.0,0.0,6.0,0.0,4.0,2.0,19.0,13.0,7.0,6.0,5.0,12.0,8.0,1.0,0.0,70.0,197.0,149.0,56.0,16.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
